"Date","Price","Open","High","Low","Vol.","Change %"
"07/08/2024","239.50","240.90","242.00","238.60","588.10K","-0.22%"
"07/05/2024","240.03","242.70","244.25","239.50","3.37M","-1.02%"
"07/04/2024","242.50","240.50","242.80","239.00","963.46K","1.25%"
"07/03/2024","239.50","241.00","242.00","239.40","1.20M","-0.82%"
"07/02/2024","241.49","238.50","241.50","238.50","933.38K","1.00%"
"07/01/2024","239.10","240.00","242.50","237.99","751.95K","0.04%"
"06/28/2024","239.00","237.00","240.75","235.00","1.00M","0.63%"
"06/27/2024","237.50","240.05","242.48","235.00","572.61K","-0.57%"
"06/26/2024","238.85","240.50","242.70","238.00","940.54K","-0.54%"
"06/25/2024","240.15","240.02","242.20","239.00","1.54M","-0.35%"
"06/24/2024","241.00","247.35","249.00","238.60","1.00M","-2.31%"
"06/21/2024","246.71","255.50","263.89","245.00","2.22M","-3.46%"
"06/20/2024","255.55","243.00","257.50","243.00","2.28M","5.16%"
"06/14/2024","243.00","234.50","243.95","232.01","3.18M","4.09%"
"06/13/2024","233.45","223.14","235.00","223.00","1.58M","4.22%"
"06/12/2024","223.99","222.00","224.40","220.20","757.27K","-0.12%"
"06/11/2024","224.25","229.00","229.00","219.50","1.04M","-1.08%"
"06/10/2024","226.70","230.98","230.98","223.61","521.77K","-0.83%"
"06/07/2024","228.60","240.97","240.97","220.66","2.71M","-4.55%"
"06/06/2024","239.50","240.00","241.25","237.51","933.39K","-0.62%"
"06/05/2024","241.00","240.21","241.45","237.50","1.48M","0.00%"
"06/04/2024","241.00","242.50","243.00","240.80","1.64M","-1.03%"
"06/03/2024","243.50","246.10","247.00","241.50","1.70M","-1.29%"
"05/31/2024","246.69","240.94","246.70","240.94","1.05M","2.40%"
"05/30/2024","240.90","241.92","242.44","240.15","1.32M","-0.04%"
"05/29/2024","241.00","242.00","242.00","239.80","962.41K","0.04%"
"05/27/2024","240.90","241.07","244.00","239.00","865.80K","-0.25%"
"05/24/2024","241.50","235.50","243.88","235.50","8.62M","2.72%"
"05/23/2024","235.10","235.00","237.49","234.50","403.20K","0.26%"
"05/22/2024","234.50","235.00","238.95","232.00","1.93M","0.59%"
"05/21/2024","233.12","225.90","237.00","224.00","2.76M","3.24%"
"05/20/2024","225.80","223.60","225.85","222.52","841.74K","1.03%"
"05/17/2024","223.50","225.00","225.50","223.00","918.99K","-0.67%"
"05/16/2024","225.00","222.70","226.50","222.00","3.13M","1.08%"
"05/15/2024","222.60","217.70","223.75","217.70","2.62M","2.42%"
"05/14/2024","217.35","211.05","219.00","211.03","1.30M","2.94%"
"05/13/2024","211.15","211.00","213.23","210.80","807.66K","-0.16%"
"05/10/2024","211.48","212.00","212.95","210.50","3.38M","0.22%"
"05/09/2024","211.02","212.74","212.75","210.12","881.77K","-0.32%"
"05/08/2024","211.69","212.98","212.98","209.00","909.95K","0.19%"
"05/07/2024","211.29","214.00","214.00","210.40","1.07M","-1.29%"
"05/06/2024","214.05","216.98","216.98","213.46","338.51K","-0.42%"
"05/03/2024","214.95","211.90","216.00","211.10","917.39K","1.64%"
"05/02/2024","211.48","212.30","213.30","210.00","1.01M","-0.94%"
"04/30/2024","213.49","216.70","216.70","212.00","821.84K","-0.28%"
"04/29/2024","214.10","216.10","219.90","209.90","1.52M","-3.12%"
"04/26/2024","221.00","218.76","222.50","217.41","1.75M","0.91%"
"04/25/2024","219.00","216.50","219.70","212.95","3.63M","1.62%"
"04/24/2024","215.50","218.95","220.80","215.10","1.09M","-1.60%"
"04/23/2024","219.00","223.00","223.50","217.00","1.25M","-2.21%"
"04/22/2024","223.95","224.70","226.90","221.57","1.60M","0.43%"
"04/19/2024","222.99","221.00","229.20","217.30","2.12M","0.81%"
"04/18/2024","221.20","230.00","232.00","216.50","5.23M","-3.83%"
"04/17/2024","230.00","227.01","230.00","225.00","1.62M","0.88%"
"04/16/2024","227.99","227.05","231.00","227.05","931.99K","-0.66%"
"04/15/2024","229.50","229.01","233.00","228.13","4.39M","-0.65%"
"04/09/2024","231.01","226.00","238.00","225.60","2.59M","2.41%"
"04/08/2024","225.58","218.00","225.59","216.00","1.86M","3.72%"
"04/04/2024","217.49","212.54","218.30","211.00","1.47M","1.87%"
"04/03/2024","213.49","216.77","216.95","210.02","1.02M","-1.07%"
"04/02/2024","215.80","214.98","217.00","214.98","1.76M","0.37%"
"04/01/2024","215.00","214.75","217.80","214.02","1.03M","0.24%"
"03/29/2024","214.48","211.49","214.89","211.01","1.76M","1.41%"
"03/28/2024","211.50","211.00","212.90","210.50","4.79M","0.36%"
"03/27/2024","210.75","208.11","211.89","208.11","2.38M","1.27%"
"03/26/2024","208.10","200.90","209.20","200.00","3.65M","4.10%"
"03/25/2024","199.90","198.40","200.50","197.30","1.38M","1.27%"
"03/22/2024","197.40","196.25","198.50","195.50","1.30M","0.46%"
"03/21/2024","196.50","195.00","199.70","195.00","2.38M","-3.49%"
"03/20/2024","203.60","202.00","203.98","201.00","1.80M","1.39%"
"03/19/2024","200.80","197.99","204.70","197.00","4.09M","2.08%"
"03/18/2024","196.70","193.00","198.00","193.00","1.55M","2.18%"
"03/15/2024","192.51","191.50","194.50","189.75","987.74K","1.06%"
"03/14/2024","190.50","186.50","191.80","186.50","1.43M","2.28%"
"03/13/2024","186.26","186.50","187.50","185.99","1.48M","-0.50%"
"03/12/2024","187.20","186.97","187.95","186.21","679.26K","0.24%"
"03/11/2024","186.75","188.00","188.00","185.46","331.29K","-0.78%"
"03/08/2024","188.21","191.00","191.20","188.05","326.38K","-0.99%"
"03/07/2024","190.10","194.50","194.50","189.00","806.14K","-1.35%"
"03/06/2024","192.70","193.96","194.50","191.50","472.38K","0.10%"
"03/05/2024","192.50","193.00","195.89","192.00","316.29K","-0.77%"
"03/04/2024","194.00","196.00","198.20","191.55","643.88K","-0.77%"
"03/01/2024","195.50","189.99","197.00","187.00","2.84M","4.27%"
"02/29/2024","187.50","184.81","189.90","184.25","1.63M","1.90%"
"02/28/2024","184.00","184.96","186.20","183.50","3.10M","-0.14%"
"02/27/2024","184.25","184.00","185.40","182.05","1.77M","-0.41%"
"02/26/2024","185.00","183.00","187.98","182.01","1.98M","1.26%"
"02/23/2024","182.70","175.75","182.90","175.75","2.58M","3.87%"
"02/22/2024","175.90","168.01","176.45","168.01","1.88M","4.02%"
"02/21/2024","169.11","168.50","169.40","166.90","935.67K","1.57%"
"02/20/2024","166.50","166.12","168.90","165.10","425.98K","-0.60%"
"02/19/2024","167.50","166.99","168.75","165.00","713.79K","0.19%"
"02/16/2024","167.19","170.00","171.00","166.50","1.08M","-1.49%"
"02/15/2024","169.72","169.98","175.01","166.51","5.07M","0.69%"
"02/14/2024","168.56","170.10","171.50","168.50","603.75K","-0.55%"
"02/13/2024","169.50","165.50","170.50","162.02","2.49M","0.30%"
"02/12/2024","169.00","167.50","169.99","163.50","2.23M","0.30%"
"02/09/2024","168.50","165.06","170.00","161.00","1.15M","-1.17%"
"02/07/2024","170.50","169.99","172.44","169.75","846.85K","0.89%"
"02/06/2024","168.99","169.00","170.01","167.95","1.88M","0.89%"
"02/02/2024","167.50","166.99","168.50","165.00","897.50K","1.45%"
"02/01/2024","165.11","162.80","167.50","162.01","1.01M","1.92%"
"01/31/2024","162.00","161.40","165.99","160.01","977.14K","0.31%"
"01/30/2024","161.50","166.70","168.00","160.00","461.29K","-2.71%"
"01/29/2024","166.00","168.53","169.97","165.80","435.69K","-2.42%"
"01/26/2024","170.12","172.06","173.99","170.00","861.33K","-0.78%"
"01/25/2024","171.45","170.00","174.47","170.00","8.51M","1.45%"
"01/24/2024","169.00","168.71","170.60","167.75","1.11M","0.60%"
"01/23/2024","168.00","166.98","169.50","164.90","2.06M","1.91%"
"01/22/2024","164.85","165.50","165.83","164.11","1.84M","0.21%"
"01/19/2024","164.51","164.99","167.00","164.49","909.28K","0.01%"
"01/18/2024","164.49","164.44","164.90","162.01","5.41M","-0.07%"
"01/17/2024","164.61","161.50","164.61","160.00","2.78M","2.85%"
"01/16/2024","160.05","161.00","162.00","160.00","397.17K","-0.53%"
"01/15/2024","160.90","162.00","164.00","160.50","597.57K","-0.06%"
"01/12/2024","161.00","161.00","163.90","158.56","1.35M","1.90%"
"01/11/2024","158.00","158.71","162.50","157.00","1.36M","0.71%"
"01/10/2024","156.89","161.20","162.40","156.01","779.20K","-2.84%"
"01/09/2024","161.47","162.40","163.50","159.76","214.55K","-0.63%"
"01/08/2024","162.50","164.50","164.50","162.00","174.59K","-0.31%"
"01/05/2024","163.01","163.99","164.49","162.00","520.86K","0.01%"
"01/04/2024","163.00","164.00","165.00","161.77","249.27K","-0.48%"
"01/03/2024","163.79","167.00","167.93","162.97","936.86K","-1.33%"
"01/02/2024","166.00","165.98","168.99","164.00","1.19M","0.91%"
"01/01/2024","164.50","162.00","166.30","161.36","603.65K","2.18%"
"12/29/2023","160.99","162.00","163.66","160.00","694.66K","-1.23%"
"12/28/2023","163.00","158.99","166.00","158.99","2.40M","3.46%"
"12/27/2023","157.55","149.98","159.00","146.15","1.17M","6.74%"
"12/26/2023","147.60","150.85","150.85","146.00","992.47K","-2.09%"
"12/22/2023","150.75","153.50","153.50","150.50","342.33K","-1.46%"
"12/21/2023","152.99","153.20","153.49","149.00","727.26K","-0.01%"
"12/20/2023","153.00","157.84","157.88","150.10","1.28M","-1.12%"
"12/19/2023","154.74","154.00","158.50","151.66","2.38M","0.49%"
"12/18/2023","153.99","160.00","162.40","153.00","1.28M","-3.03%"
"12/15/2023","158.80","162.00","162.45","157.00","2.60M","-1.31%"
"12/14/2023","160.90","164.71","166.50","160.02","1.21M","-2.31%"
"12/13/2023","164.70","171.00","173.00","157.27","1.25M","-3.11%"
"12/12/2023","169.99","170.20","170.95","169.10","624.25K","0.01%"
"12/11/2023","169.97","173.10","175.89","166.00","1.49M","-2.38%"
"12/08/2023","174.11","174.00","178.98","173.00","3.87M","0.06%"
"12/07/2023","174.00","166.90","174.75","164.99","3.26M","4.57%"
"12/06/2023","166.40","160.12","167.30","159.81","5.16M","3.68%"
"12/05/2023","160.50","155.90","161.51","155.90","3.01M","3.22%"
"12/04/2023","155.49","153.00","156.30","153.00","978.13K","0.19%"
"12/01/2023","155.20","155.25","156.00","153.50","1.18M","0.45%"
"11/30/2023","154.50","159.80","161.00","152.50","2.25M","-1.28%"
"11/29/2023","156.50","159.51","161.80","156.50","5.22M","-2.03%"
"11/28/2023","159.75","158.17","160.98","156.03","4.24M","1.43%"
"11/27/2023","157.50","158.49","161.50","149.50","9.00M","-1.75%"
"11/24/2023","160.30","162.50","166.00","160.01","1.91M","-1.05%"
"11/23/2023","162.00","153.00","163.00","152.50","3.19M","5.54%"
"11/22/2023","153.50","147.50","154.30","147.00","2.73M","4.67%"
"11/21/2023","146.65","146.00","148.99","146.00","1.30M","0.58%"
"11/20/2023","145.80","145.94","147.47","143.01","1.31M","0.97%"
"11/17/2023","144.40","145.85","146.46","143.75","873.70K","-0.99%"
"11/16/2023","145.85","145.00","146.45","144.00","2.23M","0.21%"
"11/15/2023","145.55","145.58","146.00","142.97","3.55M","0.03%"
"11/14/2023","145.51","147.98","147.98","144.20","1.61M","-1.36%"
"11/13/2023","147.51","150.00","150.97","146.30","1.34M","-1.03%"
"11/10/2023","149.05","145.80","153.20","145.70","3.59M","2.44%"
"11/08/2023","145.50","142.70","146.47","142.50","9.76M","1.54%"
"11/07/2023","143.30","141.00","144.55","141.00","2.20M","0.84%"
"11/06/2023","142.10","142.02","143.78","139.38","1.18M","-0.28%"
"11/03/2023","142.50","136.90","143.40","135.10","5.20M","5.17%"
"11/02/2023","135.50","137.11","138.49","134.65","797.89K","-1.02%"
"11/01/2023","136.90","138.00","139.00","136.50","1.14M","-0.43%"
"10/31/2023","137.49","137.00","140.00","135.90","1.51M","1.10%"
"10/30/2023","136.00","133.90","136.65","133.49","937.36K","-1.09%"
"10/27/2023","137.50","134.61","138.80","134.61","1.39M","1.11%"
"10/26/2023","135.99","133.60","137.85","133.50","1.28M","1.67%"
"10/25/2023","133.75","133.05","135.60","133.00","1.51M","0.41%"
"10/24/2023","133.21","134.80","134.80","132.50","700.29K","-0.51%"
"10/23/2023","133.89","133.50","135.00","132.90","1.68M","0.82%"
"10/20/2023","132.80","133.00","133.99","132.26","1.31M","0.63%"
"10/19/2023","131.97","129.75","134.00","129.70","4.57M","1.91%"
"10/18/2023","129.50","128.50","129.91","127.70","1.08M","0.78%"
"10/17/2023","128.50","129.00","131.49","128.00","1.55M","0.82%"
"10/16/2023","127.45","127.99","128.85","126.50","671.87K","-0.43%"
"10/13/2023","128.00","124.31","128.85","123.75","1.95M","2.81%"
"10/12/2023","124.50","126.00","126.24","123.50","496.92K","-0.52%"
"10/11/2023","125.15","125.10","126.45","124.25","712.22K","0.12%"
"10/10/2023","125.00","121.50","126.00","121.15","1.70M","3.05%"
"10/09/2023","121.30","120.00","121.80","119.00","461.75K","0.25%"
"10/06/2023","121.00","120.95","122.00","120.52","758.95K","0.74%"
"10/05/2023","120.11","119.39","121.00","119.39","1.18M","0.34%"
"10/04/2023","119.70","117.89","120.10","117.50","2.21M","1.96%"
"10/03/2023","117.40","117.00","117.93","116.49","446.48K","0.68%"
"10/02/2023","116.61","114.99","117.90","114.55","942.56K","1.84%"
"09/28/2023","114.50","116.00","116.25","114.30","918.37K","-1.21%"
"09/27/2023","115.90","116.00","116.95","114.50","1.56M","0.09%"
"09/26/2023","115.80","117.01","117.59","115.80","503.45K","-1.02%"
"09/25/2023","116.99","117.05","118.22","116.49","546.93K","-0.05%"
"09/22/2023","117.05","117.00","117.48","115.81","1.23M","0.04%"
"09/21/2023","117.00","116.35","117.67","115.00","1.03M","0.65%"
"09/20/2023","116.24","116.50","117.49","115.96","424.67K","-0.57%"
"09/19/2023","116.91","116.79","117.50","116.11","578.53K","0.61%"
"09/18/2023","116.20","117.22","117.50","116.10","181.43K","-1.36%"
"09/15/2023","117.80","119.20","120.00","116.30","2.27M","-0.97%"
"09/14/2023","118.95","119.85","120.94","118.95","186.32K","-0.49%"
"09/13/2023","119.54","119.06","119.81","119.00","101.51K","0.45%"
"09/12/2023","119.00","120.70","120.70","118.82","526.12K","-0.83%"
"09/11/2023","120.00","120.20","122.00","118.55","2.17M","-0.21%"
"09/08/2023","120.25","118.97","120.40","117.00","2.19M","2.79%"
"09/07/2023","116.99","117.10","118.94","116.01","1.27M","0.64%"
"09/06/2023","116.25","115.51","116.75","115.25","1.52M","0.59%"
"09/05/2023","115.57","117.58","117.70","115.30","477.14K","-0.80%"
"09/04/2023","116.50","116.99","118.00","115.56","792.83K","0.87%"
"09/01/2023","115.50","117.30","117.30","115.00","1.12M","-0.43%"
"08/31/2023","116.00","122.40","122.40","115.00","7.39M","-5.68%"
"08/30/2023","122.99","123.81","124.97","121.00","652.75K","-1.07%"
"08/29/2023","124.32","126.00","126.00","124.25","292.90K","-0.98%"
"08/28/2023","125.55","126.02","126.80","125.00","1.49M","-1.14%"
"08/25/2023","127.00","125.65","127.40","124.50","1.91M","0.71%"
"08/24/2023","126.10","125.00","129.00","123.10","2.26M","1.29%"
"08/23/2023","124.50","124.39","125.00","122.11","2.04M","0.40%"
"08/22/2023","124.01","125.98","125.98","122.50","674.12K","-3.87%"
"08/21/2023","129.00","129.05","130.00","127.91","1.18M","-0.77%"
"08/18/2023","130.00","131.00","131.50","129.85","530.77K","-0.76%"
"08/17/2023","131.00","131.50","132.50","128.50","2.00M","-1.03%"
"08/16/2023","132.36","132.35","133.40","131.44","1.07M","0.08%"
"08/15/2023","132.25","133.99","133.99","130.55","765.78K","-0.94%"
"08/11/2023","133.50","130.00","137.48","129.11","5.91M","1.52%"
"08/10/2023","131.50","134.25","136.50","128.01","3.99M","-1.85%"
"08/09/2023","133.98","132.10","134.99","131.15","1.90M","1.31%"
"08/08/2023","132.25","133.81","137.05","132.01","1.84M","-1.67%"
"08/07/2023","134.49","129.00","137.14","128.50","4.24M","3.37%"
"08/04/2023","130.10","127.99","130.44","124.05","2.28M","1.88%"
"08/03/2023","127.70","131.00","132.70","127.00","2.41M","-3.25%"
"08/02/2023","131.99","131.05","134.90","130.00","2.70M","0.60%"
"08/01/2023","131.20","132.10","132.99","129.25","1.77M","-0.68%"
"07/31/2023","132.10","125.55","132.50","125.55","5.55M","4.80%"
"07/27/2023","126.05","123.20","126.50","123.00","6.03M","1.94%"
"07/26/2023","123.65","122.00","123.89","120.20","2.36M","1.86%"
"07/25/2023","121.39","120.67","123.60","119.06","2.27M","0.73%"
"07/24/2023","120.51","118.25","121.60","117.11","1.81M","2.00%"
"07/21/2023","118.15","114.00","119.50","114.00","4.29M","3.82%"
"07/20/2023","113.80","113.50","114.48","113.06","897.46K","0.93%"
"07/19/2023","112.75","112.50","113.99","111.90","1.25M","-0.17%"
"07/18/2023","112.94","111.47","114.75","110.15","2.74M","1.39%"
"07/17/2023","111.39","112.90","113.49","109.90","1.30M","-0.19%"
"07/14/2023","111.60","109.00","112.50","109.00","1.92M","1.94%"
"07/13/2023","109.48","110.95","113.53","108.62","3.28M","-0.92%"
"07/12/2023","110.50","105.00","111.07","105.00","5.30M","6.15%"
"07/11/2023","104.10","98.02","104.90","98.02","2.77M","5.84%"
"07/10/2023","98.36","97.25","98.95","97.25","552.27K","0.01%"
"07/07/2023","98.35","97.31","99.89","97.31","563.67K","-0.65%"
"07/06/2023","98.99","96.57","99.61","96.00","2.72M","2.16%"
"07/05/2023","96.90","96.97","98.90","95.51","1.81M","0.37%"
"07/04/2023","96.54","99.00","99.00","94.01","7.23M","3.97%"
"07/03/2023","92.85","92.85","92.85","92.85","1.28M","7.97%"
"06/27/2023","86.00","87.00","88.49","85.00","1.99M","-1.15%"
"06/26/2023","87.00","84.00","87.10","83.50","1.59M","4.82%"
"06/23/2023","83.00","82.70","83.70","82.70","225.76K","-0.59%"
"06/22/2023","83.49","82.42","83.94","82.42","93.82K","0.05%"
"06/21/2023","83.45","83.75","84.24","82.80","577.15K","-0.64%"
"06/20/2023","83.99","82.80","84.40","82.80","831.54K","1.20%"
"06/19/2023","82.99","86.50","86.50","82.50","1.70M","-3.22%"
"06/16/2023","85.75","87.45","87.45","85.01","1.08M","-1.66%"
"06/15/2023","87.20","88.00","88.50","86.92","670.41K","-0.40%"
"06/14/2023","87.55","86.76","87.90","86.30","794.05K","1.55%"
"06/13/2023","86.21","85.85","87.60","85.50","706.92K","1.01%"
"06/12/2023","85.35","86.09","86.78","84.50","2.31M","-0.83%"
"06/09/2023","86.06","86.29","86.99","86.00","597.76K","-0.17%"
"06/08/2023","86.21","88.00","88.00","86.15","830.02K","-1.46%"
"06/07/2023","87.49","88.99","89.25","87.30","739.83K","-1.14%"
"06/06/2023","88.50","89.01","90.00","88.40","743.53K","-0.11%"
"06/05/2023","88.60","87.44","90.30","87.15","1.48M","1.32%"
"06/02/2023","87.45","88.00","88.29","87.00","719.05K","-0.61%"
"06/01/2023","87.99","89.50","89.98","87.95","502.72K","-0.91%"
"05/31/2023","88.80","90.50","90.89","88.61","394.72K","-1.55%"
"05/30/2023","90.20","90.00","90.50","89.75","608.37K","0.33%"
"05/29/2023","89.90","90.50","91.49","89.70","1.03M","-0.10%"
"05/26/2023","89.99","91.25","91.50","89.90","668.11K","-1.49%"
"05/25/2023","91.35","91.25","93.00","91.00","204.87K","-0.04%"
"05/24/2023","91.39","91.00","92.21","91.00","238.97K","0.15%"
"05/23/2023","91.25","92.60","92.60","90.99","839.15K","-0.62%"
"05/22/2023","91.82","93.55","94.34","91.41","350.26K","-1.46%"
"05/19/2023","93.18","92.50","93.18","92.00","145.60K","0.83%"
"05/18/2023","92.41","93.50","93.50","92.40","319.83K","-0.95%"
"05/17/2023","93.30","94.34","94.34","92.99","707.29K","-0.37%"
"05/16/2023","93.65","94.00","94.51","93.10","1.03M","-0.06%"
"05/15/2023","93.71","94.50","94.50","93.50","276.21K","-0.20%"
"05/12/2023","93.90","94.80","95.00","93.90","301.94K","-0.11%"
"05/11/2023","94.00","96.75","96.89","93.85","506.59K","-0.63%"
"05/10/2023","94.60","95.55","96.00","94.16","357.46K","-1.46%"
"05/09/2023","96.00","98.47","98.47","95.10","869.01K","-1.80%"
"05/08/2023","97.76","98.33","98.80","97.30","360.53K","-0.50%"
"05/05/2023","98.25","98.80","98.80","97.95","303.95K","-0.54%"
"05/04/2023","98.78","98.01","99.20","98.01","2.85M","0.80%"
"05/03/2023","98.00","98.50","99.00","97.99","548.18K","-0.50%"
"05/02/2023","98.49","98.98","99.60","98.12","900.25K","-0.83%"
"04/28/2023","99.31","98.00","99.60","97.17","2.06M","1.68%"
"04/27/2023","97.67","95.96","98.00","95.78","827.84K","-1.09%"
"04/26/2023","98.75","99.53","100.25","98.45","1.82M","-0.43%"
"04/20/2023","99.18","98.10","99.50","97.26","3.55M","1.20%"
"04/19/2023","98.00","98.80","99.00","97.36","1.15M","-0.91%"
"04/18/2023","98.90","98.40","99.40","98.40","1.69M","0.61%"
"04/17/2023","98.30","97.15","99.90","97.15","1.12M","-0.70%"
"04/13/2023","98.99","98.50","100.00","98.00","1.14M","1.93%"
"04/12/2023","97.12","96.00","97.65","96.00","635.41K","0.85%"
"04/11/2023","96.30","96.12","96.55","96.00","204.65K","-0.16%"
"04/10/2023","96.45","96.02","97.00","96.00","513.23K","-0.05%"
"04/07/2023","96.50","97.00","98.00","96.30","212.85K","0.01%"
"04/06/2023","96.49","94.75","97.00","94.75","332.46K","1.30%"
"04/05/2023","95.25","94.98","95.40","94.61","474.44K","0.26%"
"04/04/2023","95.00","95.35","95.50","94.40","392.13K","-0.37%"
"04/03/2023","95.35","95.97","96.00","94.50","297.35K","0.47%"
"03/31/2023","94.90","94.45","95.99","93.53","267.78K","0.96%"
"03/30/2023","94.00","93.20","94.00","93.20","171.45K","1.18%"
"03/29/2023","92.90","92.97","93.95","92.25","396.91K","-0.11%"
"03/28/2023","93.00","92.99","93.10","92.00","518.72K","0.32%"
"03/27/2023","92.70","93.65","93.65","91.50","4.76M","0.05%"
"03/24/2023","92.65","93.65","93.65","92.00","125.47K","-0.29%"
"03/22/2023","92.92","94.89","94.90","92.90","3.70M","-1.15%"
"03/21/2023","94.00","95.00","95.00","93.80","667.76K","-1.62%"
"03/20/2023","95.55","96.85","96.85","95.00","222.24K","-4.22%"
"03/17/2023","99.76","100.80","101.20","99.00","1.43M","-0.14%"
"03/16/2023","99.90","100.99","100.99","99.00","884.69K","-0.11%"
"03/15/2023","100.01","98.25","101.15","97.40","922.08K","1.53%"
"03/14/2023","98.50","99.90","99.90","98.20","469.68K","-0.71%"
"03/13/2023","99.20","100.99","100.99","98.75","600.70K","-0.25%"
"03/10/2023","99.45","99.40","100.00","98.25","1.14M","1.32%"
"03/09/2023","98.15","98.80","98.80","97.40","614.82K","0.26%"
"03/08/2023","97.90","98.94","99.00","97.51","552.31K","0.20%"
"03/07/2023","97.70","99.54","100.00","97.51","865.90K","-1.80%"
"03/06/2023","99.49","100.20","102.50","99.06","796.64K","-0.92%"
"03/03/2023","100.41","97.12","101.80","97.12","4.33M","3.04%"
"03/02/2023","97.45","94.20","98.40","94.20","1.20M","2.69%"
"03/01/2023","94.90","94.51","95.50","93.51","3.84M","-0.05%"
"02/28/2023","94.95","94.50","96.27","93.50","647.52K","0.74%"
"02/27/2023","94.25","95.00","95.30","93.55","258.80K","-0.34%"
"02/24/2023","94.57","95.45","95.45","94.21","246.67K","-0.40%"
"02/23/2023","94.95","96.45","96.45","94.50","493.64K","-1.08%"
"02/22/2023","95.99","95.99","96.30","95.50","426.60K","0.25%"
"02/21/2023","95.75","96.30","96.40","95.20","300.03K","0.42%"
"02/20/2023","95.35","97.10","97.10","94.50","858.90K","-1.95%"
"02/17/2023","97.25","96.56","98.20","96.56","979.63K","0.87%"
"02/16/2023","96.41","92.97","98.04","92.40","7.24M","4.79%"
"02/15/2023","92.00","94.90","94.90","91.60","1.92M","-2.70%"
"02/14/2023","94.55","95.30","95.30","93.70","376.88K","0.04%"
"02/13/2023","94.51","95.70","96.75","93.99","755.61K","-1.04%"
"02/10/2023","95.50","96.21","97.00","93.00","1.07M","-1.55%"
"02/09/2023","97.00","94.90","97.35","94.10","1.54M","2.92%"
"02/08/2023","94.25","94.00","96.55","93.80","1.21M","0.21%"
"02/07/2023","94.05","92.30","94.89","86.11","1.02M","1.51%"
"02/06/2023","92.65","91.55","92.80","90.40","580.39K","1.25%"
"02/03/2023","91.51","92.55","93.00","90.30","261.62K","-1.28%"
"02/02/2023","92.70","93.00","93.05","92.06","175.10K","-0.12%"
"02/01/2023","92.81","92.50","93.50","92.20","242.15K","0.34%"
"01/31/2023","92.50","93.40","93.45","91.52","1.25M","0.54%"
"01/30/2023","92.00","94.00","94.00","91.41","197.70K","-1.08%"
"01/27/2023","93.00","95.61","98.25","92.30","1.26M","-2.31%"
"01/26/2023","95.20","90.24","96.25","89.98","5.19M","6.85%"
"01/25/2023","89.10","89.40","91.70","89.02","7.91M","0.91%"
"01/24/2023","88.30","88.50","89.65","88.00","483.60K","0.00%"
"01/23/2023","88.30","90.43","90.43","85.70","272.56K","0.00%"
"01/20/2023","88.30","89.10","90.49","88.02","841.16K","-1.34%"
"01/19/2023","89.50","90.12","91.88","89.00","399.81K","-0.69%"
"01/18/2023","90.12","91.95","91.95","87.01","612.88K","1.27%"
"01/17/2023","88.99","93.50","93.50","88.13","1.83M","-4.26%"
"01/16/2023","92.95","94.39","94.39","92.50","386.62K","-0.54%"
"01/13/2023","93.45","94.80","94.95","92.90","373.56K","-0.69%"
"01/12/2023","94.10","95.39","95.70","93.31","343.85K","-0.11%"
"01/11/2023","94.20","95.30","96.45","94.01","1.59M","-1.21%"
"01/10/2023","95.35","95.49","96.40","94.63","373.74K","0.37%"
"01/09/2023","95.00","96.25","99.99","94.85","2.80M","-1.48%"
"01/06/2023","96.43","98.00","98.70","96.06","2.49M","-1.59%"
"01/05/2023","97.99","98.50","99.55","97.75","567.58K","-0.86%"
"01/04/2023","98.84","100.60","100.60","98.70","374.91K","-1.06%"
"01/03/2023","99.90","100.25","101.20","99.50","218.22K","-0.60%"
"01/02/2023","100.50","99.90","101.40","99.00","1.05M","0.96%"
"12/30/2022","99.54","99.98","100.60","99.00","553.63K","0.09%"
"12/29/2022","99.45","101.00","101.00","98.40","661.84K","-0.05%"
"12/28/2022","99.50","101.49","101.49","98.20","5.09M","-1.54%"
"12/27/2022","101.06","104.30","104.50","101.02","275.91K","-0.73%"
"12/26/2022","101.80","105.45","105.45","101.70","778.82K","-1.67%"
"12/23/2022","103.53","105.12","105.12","102.93","340.43K","-1.77%"
"12/22/2022","105.40","104.00","105.77","103.30","317.55K","1.54%"
"12/21/2022","103.80","104.00","106.00","103.80","360.54K","-0.09%"
"12/20/2022","103.89","106.25","110.00","102.85","3.34M","-2.13%"
"12/19/2022","106.15","106.80","106.80","104.90","1.22M","1.10%"
"12/16/2022","105.00","105.00","106.40","103.90","842.80K","0.43%"
"12/15/2022","104.55","106.10","106.35","103.50","1.42M","-1.55%"
"12/14/2022","106.20","107.00","107.00","106.10","292.25K","-0.65%"
"12/13/2022","106.90","105.16","107.10","105.16","247.84K","1.56%"
"12/12/2022","105.26","106.00","106.00","105.00","688.41K","0.20%"
"12/09/2022","105.05","105.90","105.90","104.50","238.28K","0.05%"
"12/08/2022","105.00","107.00","107.00","105.00","341.01K","-1.50%"
"12/07/2022","106.60","106.82","108.50","106.47","1.85M","-0.19%"
"12/06/2022","106.80","108.90","108.90","106.21","258.72K","-1.09%"
"12/05/2022","107.98","109.47","109.47","107.50","204.50K","-0.94%"
"12/02/2022","109.00","109.80","110.74","107.00","358.29K","-0.56%"
"12/01/2022","109.61","109.55","111.05","109.50","271.58K","-0.13%"
